Date,T,MCHP,M,VTR,FLIR,WAT,REG,GL,ORLY,JNPR,TEL,MLM,CCL,OMC,MYL,MPC,TXT,APTV,RHI,FE,IP,PAYX,DRI,XEC,CMCSA,XLNX,NWL,LVS,REGN,L,CMA,RF,ZION,ZBRA,AAPL,FLT,COF,ALB,EXC,MKC,CMS,AMGN,AAL,STT,OKE,ESS,IQV,HRB,DAL,ADM,DUK,EXPE,NDAQ,JPM,DISCK,ADSK,EBAY,CBOE,MAS,RJF,TWTR,BA,DFS,BIIB,AMD,BAC,MOS,IEX,ALLE,AIV,AVGO,LMT,CRM,KSS,IBM,UPS,LW,CAG,XRX,VAR,AOS,KMB,AIZ,BEN,STE,DG,CHD,FTI,MGM,ISRG,PNW,TTWO,VIAC,HOG,D,LLY,J,AME,NWSA,ECL
2019-01-02,29.540000915527344,71.3499984741211,30.760000228881836,56.91999816894531,43.09000015258789,183.41000366210938,56.810001373291016,76.37000274658203,341.1499938964844,26.889999389648438,75.23999786376953,170.94000244140625,49.849998474121094,72.70999908447266,27.920000076293945,59.63999938964844,46.09000015258789,61.150001525878906,56.540000915527344,36.720001220703125,41.02000045776367,65.06999969482422,99.93000030517578,62.709999084472656,34.369998931884766,86.8499984741211,18.65999984741211,54.15999984741211,372.44000244140625,45.08000183105469,69.73999786376953,13.670000076293945,41.58000183105469,156.24000549316406,157.9199981689453,185.5500030517578,77.26000213623047,78.11000061035156,44.06999969482422,135.6199951171875,48.310001373291016,191.89999389648438,32.47999954223633,63.93000030517578,54.40999984741211,236.58999633789062,114.30999755859375,25.579999923706055,50.09000015258789,40.95000076293945,84.69999694824219,111.9800033569336,81.0,99.30999755859375,23.829999923706055,128.9600067138672,28.850000381469727,95.88999938964844,29.549999237060547,74.04000091552734,28.809999465942383,323.80999755859375,59.40999984741211,304.69000244140625,18.829999923706055,24.959999084472656,29.18000030517578,125.05000305175781,81.05000305175781,42.349998474121094,253.50999450683594,264.7300109863281,135.5500030517578,67.80000305175781,115.20999908447266,97.20999908447266,73.66000366210938,21.329999923706055,20.1299991607666,112.66999816894531,43.470001220703125,111.79000091552734,90.0999984741211,29.850000381469727,104.13999938964844,107.70999908447266,64.43000030517578,19.790000915527344,25.190000534057617,466.0299987792969,82.87000274658203,104.01000213623047,45.65999984741211,34.08000183105469,71.18000030517578,114.87999725341797,58.47999954223633,67.48999786376953,11.390000343322754,144.9199981689453
2019-01-03,29.579999923706055,66.31999969482422,29.760000228881836,57.880001068115234,41.91999816894531,176.33999633789062,56.88999938964844,75.01000213623047,346.1300048828125,26.0,72.43000030517578,170.50999450683594,47.369998931884766,71.56999969482422,27.229999542236328,58.77000045776367,44.91999816894531,60.41999816894531,52.900001525878906,36.709999084472656,40.36000061035156,63.970001220703125,98.31999969482422,61.84000015258789,34.63999938964844,83.58000183105469,18.270000457763672,52.220001220703125,372.0799865722656,44.52000045776367,69.27999877929688,13.649999618530273,41.349998474121094,146.8800048828125,142.19000244140625,181.60000610351562,76.16000366210938,72.69000244140625,44.119998931884766,136.25999450683594,48.400001525878906,188.97999572753906,30.059999465942383,61.849998474121094,54.279998779296875,237.83999633789062,109.95999908447266,24.690000534057617,45.61000061035156,40.77000045776367,84.66999816894531,108.5199966430664,78.81999969482422,97.11000061035156,23.889999389648438,121.8499984741211,28.31999969482422,95.58999633789062,29.06999969482422,71.54000091552734,27.989999771118164,310.8999938964844,58.40999984741211,307.0,17.049999237060547,24.559999465942383,28.450000762939453,121.41999816894531,79.68000030517578,42.720001220703125,230.9600067138672,258.0799865722656,130.39999389648438,66.37000274658203,112.91000366210938,94.44999694824219,72.9800033569336,21.559999465942383,19.690000534057617,109.80000305175781,42.41999816894531,110.63999938964844,88.66000366210938,29.299999237060547,101.4800033569336,107.83999633789062,64.29000091552734,19.829999923706055,24.700000762939453,450.239990234375,83.70999908447266,99.1500015258789,46.130001068115234,33.13999938964844,70.83999633789062,111.30999755859375,57.29999923706055,65.56999969482422,11.279999732971191,141.5399932861328
2019-01-04,30.34000015258789,69.01000213623047,29.3799991607666,57.599998474121094,43.380001068115234,179.77999877929688,57.099998474121094,77.66999816894531,341.82000732421875,27.0,74.33000183105469,176.38999938964844,50.04999923706055,73.33999633789062,28.84000015258789,61.650001525878906,46.880001068115234,62.619998931884766,56.09000015258789,37.16999816894531,42.2599983215332,66.19999694824219,101.4000015258789,64.93000030517578,35.810001373291016,87.44999694824219,19.15999984741211,55.16999816894531,397.54998779296875,45.650001525878906,71.5,14.149999618530273,42.619998931884766,152.97000122070312,148.25999450683594,184.94000244140625,79.54000091552734,76.23999786376953,44.619998931884766,136.6699981689453,48.849998474121094,195.44000244140625,32.040000915527344,64.19000244140625,56.650001525878906,238.3000030517578,115.06999969482422,25.459999084472656,47.790000915527344,41.709999084472656,85.37000274658203,113.08999633789062,81.94999694824219,100.69000244140625,24.350000381469727,128.27999877929688,28.969999313354492,98.36000061035156,30.739999771118164,74.44000244140625,29.950000762939453,327.0799865722656,61.290000915527344,318.3299865722656,19.0,25.579999923706055,30.389999389648438,129.35000610351562,79.5,42.869998931884766,233.22999572753906,265.0400085449219,137.9600067138672,66.41000366210938,117.31999969482422,97.73999786376953,75.58000183105469,21.860000610351562,20.450000762939453,118.6500015258789,44.119998931884766,111.87999725341797,90.44999694824219,30.260000228881836,103.91000366210938,108.7699966430664,65.05999755859375,20.8799991607666,25.770000457763672,471.67999267578125,84.73999786376953,101.69999694824219,47.16999816894531,34.68000030517578,72.20999908447266,114.66000366210938,59.52000045776367,68.05000305175781,11.770000457763672,146.6699981689453
2019-01-07,30.889999389648438,71.02999877929688,29.90999984741211,57.91999816894531,43.0,187.24000549316406,57.65999984741211,77.95999908447266,339.69000244140625,27.520000457763672,75.80000305175781,179.1699981689453,50.63999938964844,73.76000213623047,29.75,62.2599983215332,46.43000030517578,63.56999969482422,55.900001525878906,37.63999938964844,42.77000045776367,65.8499984741211,103.94000244140625,66.36000061035156,35.43000030517578,89.76000213623047,19.5,55.470001220703125,396.6300048828125,45.959999084472656,72.12999725341797,14.390000343322754,42.790000915527344,155.2899932861328,147.92999267578125,186.02999877929688,79.9800033569336,76.58000183105469,44.70000076293945,137.83999633789062,48.599998474121094,198.07000732421875,32.95000076293945,64.98999786376953,57.63999938964844,239.2899932861328,117.19999694824219,25.299999237060547,47.849998474121094,41.91999816894531,85.01000213623047,114.55999755859375,79.80999755859375,100.76000213623047,24.700000762939453,132.72000122070312,29.469999313354492,96.55000305175781,31.600000381469727,74.79000091552734,31.34000015258789,328.1099853515625,61.38999938964844,322.3999938964844,20.56999969482422,25.559999465942383,30.6200008392334,131.8300018310547,80.33000183105469,42.900001525878906,237.97999572753906,268.0799865722656,142.22000122070312,68.01000213623047,118.1500015258789,97.41000366210938,70.55000305175781,22.309999465942383,20.889999389648438,121.93000030517578,44.90999984741211,113.38999938964844,90.80999755859375,30.40999984741211,104.13999938964844,112.94000244140625,65.87999725341797,21.700000762939453,26.510000228881836,478.44000244140625,84.58000183105469,104.41000366210938,47.66999816894531,35.709999084472656,71.51000213623047,115.27999877929688,59.529998779296875,67.94000244140625,11.979999542236328,147.10000610351562
2019-01-08,31.280000686645508,72.95999908447266,30.829999923706055,58.5,43.90999984741211,192.38999938964844,58.880001068115234,78.86000061035156,336.07000732421875,27.8700008392334,75.55000305175781,178.47999572753906,51.900001525878906,75.0,29.8700008392334,62.869998931884766,47.54999923706055,67.01000213623047,57.34000015258789,38.18000030517578,43.36000061035156,66.3499984741211,105.62000274658203,67.43000030517578,35.720001220703125,88.05000305175781,19.700000762939453,56.58000183105469,397.260009765625,45.849998474121094,72.31999969482422,14.539999961853027,43.18000030517578,156.3300018310547,150.75,187.4499969482422,80.0199966430664,77.33000183105469,45.38999938964844,140.3000030517578,49.33000183105469,200.61000061035156,32.41999816894531,65.2699966430664,58.869998931884766,245.27000427246094,119.62999725341797,25.450000762939453,47.470001220703125,42.70000076293945,86.08000183105469,116.97000122070312,79.58000183105469,100.56999969482422,25.200000762939453,133.8699951171875,30.0,93.5199966430664,31.889999389648438,75.33000183105469,31.799999237060547,340.5299987792969,61.5,324.44000244140625,20.75,25.510000228881836,31.360000610351562,134.89999389648438,81.44000244140625,44.08000183105469,236.07000732421875,269.8699951171875,145.72000122070312,69.18000030517578,119.83000183105469,97.41999816894531,70.91000366210938,21.440000534057617,21.579999923706055,122.62000274658203,46.0099983215332,114.94999694824219,90.91999816894531,30.59000015258789,106.70999908447266,113.4800033569336,65.72000122070312,22.329999923706055,27.209999084472656,482.989990234375,85.8499984741211,107.91999816894531,48.369998931884766,36.43000030517578,72.33999633789062,116.33999633789062,59.630001068115234,68.94000244140625,12.15999984741211,148.88999938964844
2019-01-09,30.100000381469727,75.8499984741211,31.719999313354492,58.220001220703125,44.279998779296875,194.92999267578125,58.810001373291016,79.70999908447266,343.5400085449219,28.149999618530273,77.06999969482422,179.32000732421875,51.9900016784668,75.54000091552734,28.940000534057617,64.22000122070312,47.279998779296875,69.54000091552734,58.33000183105469,37.95000076293945,42.709999084472656,66.30999755859375,104.87000274658203,68.70999908447266,36.060001373291016,88.83999633789062,19.729999542236328,56.91999816894531,399.5799865722656,46.04999923706055,73.22000122070312,14.699999809265137,43.54999923706055,160.2100067138672,153.30999755859375,189.57000732421875,80.56999969482422,76.83999633789062,45.02000045776367,140.2899932861328,48.86000061035156,200.3699951171875,33.41999816894531,66.77999877929688,59.72999954223633,245.05999755859375,122.16000366210938,25.68000030517578,48.470001220703125,43.06999969482422,84.80999755859375,114.62000274658203,79.97000122070312,100.4000015258789,25.31999969482422,136.77000427246094,30.290000915527344,92.80000305175781,32.7400016784668,76.70999908447266,32.25,343.8299865722656,62.130001068115234,326.6300048828125,20.190000534057617,25.760000228881836,31.350000381469727,135.5399932861328,82.3499984741211,44.15999984741211,246.27999877929688,270.5400085449219,145.99000549316406,69.9000015258789,120.69000244140625,97.91999816894531,69.72000122070312,21.3799991607666,21.889999389648438,123.33000183105469,46.650001525878906,114.01000213623047,91.4800033569336,30.31999969482422,107.55000305175781,115.5,65.81999969482422,22.920000076293945,27.610000610351562,517.1099853515625,84.66000366210938,107.45999908447266,47.79999923706055,36.47999954223633,72.22000122070312,117.20999908447266,60.150001525878906,69.4000015258789,12.210000038146973,148.7100067138672
2019-01-10,30.399999618530273,76.62000274658203,26.110000610351562,59.290000915527344,44.63999938964844,196.97000122070312,59.560001373291016,79.81999969482422,343.44000244140625,28.260000228881836,78.12000274658203,179.52999877929688,52.290000915527344,75.94999694824219,29.110000610351562,63.630001068115234,47.91999816894531,70.2300033569336,58.189998626708984,38.58000183105469,44.810001373291016,67.41000366210938,105.77999877929688,70.45999908447266,35.81999969482422,90.37000274658203,20.549999237060547,56.72999954223633,408.05999755859375,46.38999938964844,73.08000183105469,14.710000038146973,43.7599983215332,160.35000610351562,153.8000030517578,190.05999755859375,79.94999694824219,77.2699966430664,45.790000915527344,140.8800048828125,49.81999969482422,202.67999267578125,32.040000915527344,66.51000213623047,60.040000915527344,248.67999267578125,123.36000061035156,25.600000381469727,48.72999954223633,43.369998931884766,85.2699966430664,114.19999694824219,80.55000305175781,100.38999938964844,24.940000534057617,136.7100067138672,30.56999969482422,91.55000305175781,32.810001373291016,76.54000091552734,33.09000015258789,352.6099853515625,62.4900016784668,331.19000244140625,19.739999771118164,25.729999542236328,31.56999969482422,136.57000732421875,82.19999694824219,45.20000076293945,249.52000427246094,277.5,147.0399932861328,66.54000091552734,121.79000091552734,98.91000366210938,69.86000061035156,21.469999313354492,22.149999618530273,124.04000091552734,46.54999923706055,116.66000366210938,92.5,30.469999313354492,109.02999877929688,116.5199966430664,67.02999877929688,22.68000030517578,28.0,518.0700073242188,86.06999969482422,110.0,47.849998474121094,36.599998474121094,71.9000015258789,115.94000244140625,60.75,70.5999984741211,12.180000305175781,149.6300048828125
2019-01-11,30.8700008392334,77.12999725341797,25.420000076293945,60.119998931884766,44.599998474121094,198.24000549316406,59.790000915527344,80.08000183105469,338.7300109863281,28.1299991607666,78.45999908447266,177.99000549316406,52.400001525878906,76.51000213623047,29.549999237060547,64.87000274658203,48.0099983215332,69.43000030517578,58.380001068115234,38.369998931884766,45.2400016784668,67.29000091552734,107.98999786376953,70.63999938964844,35.630001068115234,90.91999816894531,20.399999618530273,56.959999084472656,408.6300048828125,46.58000183105469,73.30999755859375,14.779999732971191,43.9900016784668,163.1999969482422,152.2899932861328,189.0,80.94000244140625,77.41000366210938,45.790000915527344,140.1199951171875,49.72999954223633,200.55999755859375,31.799999237060547,67.01000213623047,59.79999923706055,249.42999267578125,122.80999755859375,25.780000686645508,48.560001373291016,43.15999984741211,84.61000061035156,114.22000122070312,80.69999694824219,99.91000366210938,25.18000030517578,136.74000549316406,30.40999984741211,91.38999938964844,32.560001373291016,77.25,32.869998931884766,352.8999938964844,62.540000915527344,333.2099914550781,20.270000457763672,26.030000686645508,31.639999389648438,136.55999755859375,82.06999969482422,45.41999816894531,250.57000732421875,277.7300109863281,147.5500030517578,67.2699966430664,121.45999908447266,97.91000366210938,69.47000122070312,21.610000610351562,22.139999389648438,125.6500015258789,46.34000015258789,117.19999694824219,92.58000183105469,30.329999923706055,110.0,116.05999755859375,67.1500015258789,22.600000381469727,28.0,505.32000732421875,84.7699966430664,109.02999877929688,47.970001220703125,36.54999923706055,69.8499984741211,116.18000030517578,60.470001220703125,70.55000305175781,12.239999771118164,149.57000732421875
2019-01-14,30.6200008392334,74.23999786376953,25.079999923706055,60.08000183105469,44.369998931884766,195.83999633789062,59.83000183105469,80.0199966430664,341.1499938964844,27.899999618530273,77.66000366210938,179.2100067138672,52.20000076293945,75.79000091552734,29.510000228881836,64.87999725341797,48.02000045776367,70.37000274658203,58.29999923706055,38.0,44.2400016784668,67.2300033569336,105.91999816894531,72.02999877929688,35.77000045776367,90.55999755859375,20.299999237060547,55.810001373291016,400.7300109863281,46.650001525878906,73.94999694824219,14.960000038146973,44.31999969482422,163.61000061035156,150.0,188.74000549316406,81.4000015258789,76.97000122070312,45.040000915527344,139.38999938964844,49.36000061035156,196.77999877929688,31.709999084472656,68.45999908447266,59.369998931884766,248.88999938964844,121.48999786376953,25.56999969482422,47.75,42.849998474121094,83.66000366210938,115.20999908447266,80.52999877929688,100.94000244140625,25.09000015258789,134.75,30.209999084472656,92.19999694824219,32.439998626708984,77.51000213623047,32.369998931884766,350.3599853515625,63.189998626708984,330.4200134277344,20.229999542236328,26.3700008392334,31.3799991607666,134.89999389648438,81.7699966430664,45.220001220703125,250.8699951171875,277.510009765625,146.0500030517578,66.63999938964844,120.38999938964844,99.13999938964844,67.63999938964844,20.850000381469727,22.299999237060547,123.72000122070312,46.400001525878906,116.25,93.5999984741211,30.34000015258789,107.83000183105469,113.0999984741211,66.69000244140625,22.59000015258789,27.399999618530273,502.7099914550781,82.47000122070312,104.9800033569336,47.93000030517578,36.84000015258789,67.97000122070312,114.68000030517578,60.09000015258789,70.20999908447266,12.289999961853027,148.75999450683594
2019-01-15,30.600000381469727,75.01000213623047,24.979999542236328,60.599998474121094,44.0099983215332,197.63999938964844,60.599998474121094,80.5,344.1499938964844,28.1299991607666,77.31999969482422,176.39999389648438,52.91999816894531,76.11000061035156,29.350000381469727,64.33000183105469,48.150001525878906,69.81999969482422,58.61000061035156,38.119998931884766,44.709999084472656,68.13999938964844,107.26000213623047,73.31999969482422,35.83000183105469,91.20999908447266,20.790000915527344,56.599998474121094,405.0199890136719,46.650001525878906,74.04000091552734,15.109999656677246,44.810001373291016,166.39999389648438,153.07000732421875,191.0500030517578,81.5199966430664,73.63999938964844,45.790000915527344,140.7899932861328,50.220001220703125,199.3800048828125,32.099998474121094,68.66000366210938,60.959999084472656,252.60000610351562,122.87999725341797,25.34000015258789,47.83000183105469,43.47999954223633,85.13999938964844,116.7300033569336,81.04000091552734,101.68000030517578,25.1299991607666,135.8800048828125,30.670000076293945,92.72000122070312,31.450000762939453,77.55000305175781,33.02000045776367,352.239990234375,62.939998626708984,337.5400085449219,20.3799991607666,26.549999237060547,31.399999618530273,134.64999389648438,81.75,45.880001068115234,256.489990234375,276.0,149.19000244140625,67.26000213623047,121.7300033569336,97.55999755859375,68.9000015258789,21.1200008392334,22.809999465942383,124.68000030517578,46.0099983215332,116.69999694824219,94.5,30.65999984741211,109.66000366210938,112.16999816894531,67.37999725341797,22.709999084472656,27.34000015258789,515.4600219726562,84.20999908447266,106.48999786376953,47.79999923706055,36.97999954223633,68.87999725341797,117.08999633789062,59.959999084472656,69.87999725341797,12.380000114440918,150.02999877929688
